This file was created by CMPT_ME_PRIOR_RETS using the 201803 CRSP database.
It contains value- weighted returns for the intersections of  2 ME portfolios
and  3 prior return portfolios.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  PRIOR_RET is from -12 to - 2.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
194204,      2.86,      3.07,      2.98,     89.89,     62.49,     45.51
194205,      2.77,      2.98,      2.77,     94.14,     63.83,     31.33
194206,      2.72,      2.94,      2.89,     86.99,     74.44,     27.36
194207,      2.64,      3.05,      3.00,     82.83,     69.84,     46.77
194208,      2.64,      3.38,      3.23,     28.85,     91.41,     52.47
194209,      2.76,      3.12,      3.49,     51.17,     83.99,     55.56
194210,      2.93,      3.18,      3.46,     63.00,     90.60,     42.20
194211,      3.20,      3.80,      3.52,     98.14,     81.91,     43.93
194212,      3.48,      3.69,      2.94,     94.84,     82.78,     38.41
194301,      4.04,      3.72,      2.68,     70.39,     93.78,     60.53
194302,      3.68,      4.16,      4.02,     55.20,    107.02,     72.72
194303,      4.79,      4.57,      3.89,     82.89,    109.54,     55.37
194304,      5.77,      5.23,      3.90,     92.32,    113.04,     57.22
194305,      6.01,      5.39,      4.04,    118.20,     94.87,     45.40
194306,      6.85,      5.85,      4.27,    147.84,     75.32,     47.10
194307,      6.90,      6.00,      4.31,    144.42,     73.04,     51.58
194308,      6.39,      5.46,      3.97,    116.54,     94.22,     46.26
194309,      5.93,      5.60,      4.03,    127.44,     84.88,     45.47
194310,      5.62,      5.84,      4.31,     93.88,    122.61,     42.40
194311,      5.62,      5.71,      4.48,    117.90,    102.29,     39.87
194312,      5.44,      4.91,      4.12,    137.12,     66.72,     35.82
194401,      5.87,      5.51,      4.55,    132.36,     81.84,     35.87
194402,      5.28,      6.11,      5.03,    115.72,    106.04,     44.13
194403,      5.05,      6.20,      5.21,    111.83,    108.00,     41.92
194404,      5.15,      6.45,      5.49,     97.75,    121.01,     47.94
194405,      4.97,      6.04,      5.59,     95.56,    122.59,     46.31
194406,      5.05,      6.69,      5.84,     72.98,    121.36,     88.49
194407,      5.90,      7.16,      6.20,    102.26,    137.10,     54.17
194408,      6.25,      7.14,      5.62,    162.12,     92.91,     35.43
194409,      6.21,      7.56,      5.77,    146.72,     98.54,     36.27
194410,      6.80,      7.13,      5.93,    153.71,     97.00,     35.07
194411,      6.41,      7.39,      5.96,    149.86,     96.59,     37.43
194412,      7.52,      7.40,      5.64,    153.59,     89.29,     31.17
194501,      7.69,      8.00,      6.29,    154.55,    100.07,     38.20
194502,      8.69,      7.85,      6.70,    157.23,    100.06,     44.67
194503,      8.90,      8.64,      7.46,    162.74,    104.80,     45.95
194504,      8.15,      8.36,      6.83,    181.98,     76.21,     39.69
194505,      8.26,      8.80,      8.02,    202.28,     81.03,     44.31
194506,      8.26,      9.54,      8.00,    197.56,     93.09,     47.93
194507,      8.72,      9.08,      8.69,    183.15,    101.82,     66.72
194508,      9.18,      8.78,      7.65,    181.55,     94.19,     50.91
194509,      9.49,      9.65,      7.88,    178.06,    117.35,     54.79
194510,      9.73,     10.02,      8.87,    198.96,    110.27,     59.05
194511,     10.41,     10.16,     10.01,    218.91,    103.85,     58.81
194512,     11.55,     11.82,     10.28,    224.54,    103.59,     62.64
194601,     12.86,     11.10,     11.07,    227.52,    102.36,     70.87
194602,     13.13,     13.01,     11.86,    231.73,    115.48,     71.45
194603,     12.85,     11.84,     10.87,    209.65,    115.04,     75.50
194604,     14.01,     12.23,     11.31,    226.78,    112.86,     81.47
194605,     13.67,     12.95,     12.27,    235.36,    130.66,     84.42
194606,     14.65,     13.43,     13.14,    229.97,    153.78,     74.92
194607,     13.70,     12.43,     12.92,    211.45,    156.00,     75.13
194608,     12.82,     12.14,     12.25,    189.16,    165.12,     73.48
194609,     11.81,     10.69,     11.35,    162.49,    158.61,     78.98
194610,      9.74,      9.53,      9.17,    108.01,    169.84,     76.79
194611,      8.73,      9.70,      9.78,     96.46,    142.44,    111.86
194612,      8.27,      9.69,     10.14,     87.97,    137.84,    117.37
194701,      8.01,     10.30,     11.34,    104.54,    118.45,    146.93
194702,      8.13,     10.83,     12.14,     98.84,    112.85,    156.56
194703,      7.88,     10.90,     12.18,     64.75,    145.84,    128.12
194704,      7.90,     10.22,     11.12,     60.87,    150.70,    118.97
194705,      6.98,      9.50,     10.34,     55.72,    108.13,    148.47
194706,      6.71,      8.81,     10.18,     50.03,     76.54,    174.88
194707,      6.91,      9.56,     10.21,     43.74,     74.87,    190.23
194708,      7.41,     10.08,     10.32,     48.50,    104.11,    169.39
194709,      7.21,      9.82,     10.09,     51.22,    106.17,    161.83
194710,      7.36,      9.64,      9.80,     59.92,    122.87,    145.28
194711,      7.35,     10.10,      9.93,     64.58,    137.51,    133.31
194712,      7.32,      9.57,      9.29,     71.56,    129.17,    131.35
194801,      7.83,      8.80,      9.62,     65.74,    133.96,    140.43
194802,      7.31,      9.30,      9.24,     53.88,    123.09,    138.87
194803,      6.99,      8.29,      8.75,     53.86,    122.18,    126.17
194804,      7.70,      8.65,      9.53,     52.50,    135.21,    132.41
194805,      8.32,      8.63,      9.33,    120.86,    144.63,     97.00
194806,      8.69,     10.15,      9.55,    168.09,    141.33,     92.09
194807,      8.92,      9.58,      9.21,    154.10,    153.88,     84.76
194808,      7.69,      9.70,      8.68,     83.61,    162.26,    102.02
194809,      7.46,      9.83,      8.63,     95.78,    154.23,     98.56
194810,      7.13,      9.29,      8.33,     90.79,    141.82,    102.64
194811,      7.49,      9.29,      9.23,     63.12,    154.18,    123.20
194812,      6.68,      7.82,      8.48,     58.23,    125.42,    122.56
194901,      6.31,      8.06,      8.43,     59.03,    111.53,    155.30
194902,      6.29,      8.44,      8.83,     55.61,    112.45,    140.06
194903,      6.00,      8.17,      7.79,     55.27,    111.38,    135.03
194904,      6.52,      7.86,      9.06,     46.42,    103.71,    154.36
194905,      6.13,      7.76,      8.32,     51.83,    128.57,    125.91
194906,      5.89,      7.19,      8.00,     37.19,    109.37,    138.22
194907,      5.80,      7.18,      7.46,     42.25,    112.89,    128.89
194908,      6.31,      7.51,      7.72,     38.47,    133.48,    122.19
194909,      6.29,      7.66,      8.29,     47.38,    129.39,    130.78
194910,      6.53,      7.98,      8.71,     57.34,    125.00,    137.01
194911,      6.68,      8.31,      8.89,     61.04,    148.98,    120.50
194912,      6.86,      8.55,      7.79,     65.48,    148.50,    120.54
195001,      7.05,      8.83,      8.84,     72.91,    157.74,    130.22
195002,      7.25,      9.54,      9.28,     91.91,    157.85,    121.89
195003,      7.55,      9.49,      8.90,    140.37,    137.11,    121.64
195004,      7.57,      9.24,      8.73,    138.35,    137.94,    128.01
195005,      8.31,      9.19,      9.41,    113.96,    164.29,    130.13
195006,      8.88,      9.34,      9.07,    149.40,    138.64,    149.19
195007,      8.27,      8.66,      8.12,    125.91,    141.69,    138.53
195008,      8.64,      8.67,      9.32,     98.22,    153.74,    149.59
195009,      8.96,      9.68,      8.92,    128.58,    151.79,    147.32
195010,      9.39,     10.09,      9.40,    109.95,    168.70,    166.70
195011,      9.43,      9.66,      9.84,    130.31,    153.95,    161.43
195012,      9.04,      9.78,     10.38,    121.05,    166.02,    163.88
195101,      9.20,     11.02,     11.35,    133.44,    159.68,    188.75
195102,     10.93,     11.29,     12.07,    140.83,    179.99,    184.29
195103,     10.69,     11.99,     11.49,    145.15,    196.37,    167.95
195104,     10.17,     11.12,     11.56,    142.03,    203.98,    142.82
195105,     10.41,     11.70,     11.98,    144.74,    207.97,    163.69
195106,     10.14,     11.31,     11.49,    142.23,    195.29,    166.02
195107,      9.44,     10.55,     10.77,    141.19,    193.64,    148.54
195108,      9.98,     11.06,     11.88,    142.61,    174.13,    198.17
195109,     10.11,     11.91,     12.43,    166.75,    171.32,    197.87
195110,     10.44,     12.11,     12.47,    117.63,    184.50,    217.27
195111,     10.02,     11.85,     12.16,    178.62,    167.97,    183.17
195112,      9.45,     12.17,     12.32,    121.59,    200.70,    181.73
195201,      8.98,     12.41,     13.48,    125.34,    212.35,    185.87
195202,      9.29,     12.97,     13.60,    117.82,    203.14,    198.09
195203,      9.38,     12.20,     13.09,    112.78,    197.53,    191.94
195204,      9.58,     12.26,     13.91,    132.32,    198.79,    206.52
195205,      8.81,     12.35,     12.70,    149.52,    189.44,    184.09
195206,      9.59,     11.94,     12.62,    140.06,    176.88,    213.13
195207,      9.53,     12.25,     13.43,    148.16,    189.25,    217.81
195208,     10.29,     11.45,     13.61,    152.90,    181.19,    233.67
195209,     10.17,     11.62,     13.35,    138.71,    203.60,    202.98
195210,      9.76,     11.82,     12.73,    129.47,    200.16,    197.21
195211,      9.60,     11.23,     12.45,    101.72,    228.82,    174.74
195212,     10.20,     11.77,     12.95,    100.95,    211.93,    222.34
195301,     10.66,     11.93,     13.01,    115.66,    258.12,    190.76
195302,     10.51,     13.13,     13.19,    131.64,    230.20,    203.23
195303,     10.41,     12.86,     13.88,    139.51,    230.79,    205.14
195304,     10.72,     12.17,     13.17,    192.25,    219.55,    170.74
195305,     10.80,     11.61,     12.73,    181.25,    193.49,    195.93
195306,     10.76,     12.22,     12.42,    204.87,    201.29,    167.68
195307,     10.03,     11.66,     11.87,    209.46,    207.97,    129.27
195308,      9.89,     12.00,     12.27,    202.53,    225.29,    132.30
195309,      9.27,     11.82,     11.11,    137.46,    224.60,    156.27
195310,      9.57,     11.15,     11.15,    116.60,    237.22,    156.72
195311,      9.08,     11.63,     12.25,    118.06,    241.85,    175.10
195312,      9.11,     12.13,     11.93,    115.61,    242.94,    183.88
195401,      8.99,     11.80,     11.93,    113.85,    250.72,    182.25
195402,      9.68,     12.71,     13.04,    101.92,    248.33,    215.67
195403,      9.69,     12.80,     13.31,    118.28,    220.56,    236.47
195404,      9.93,     12.72,     14.36,    126.87,    229.64,    238.37
195405,      9.82,     13.21,     14.13,     97.57,    224.69,    279.36
195406,     10.32,     13.12,     15.67,    100.21,    231.19,    285.98
195407,     10.18,     13.71,     15.21,    110.76,    216.88,    296.17
195408,     10.58,     14.97,     15.92,    119.36,    251.70,    291.68
195409,     11.02,     14.33,     15.72,    150.41,    242.10,    273.87
195410,     11.97,     14.46,     15.16,    221.79,    263.35,    263.63
195411,     12.69,     14.16,     13.81,    224.80,    182.43,    354.95
195412,     13.01,     15.41,     15.68,    246.59,    241.43,    324.82
195501,     14.69,     16.19,     17.80,    268.93,    273.54,    329.29
195502,     15.11,     15.92,     18.27,    254.66,    293.63,    324.89
195503,     15.34,     17.88,     17.29,    265.88,    378.00,    242.22
195504,     15.77,     17.14,     17.69,    288.36,    401.98,    169.90
195505,     16.33,     17.11,     18.06,    310.15,    390.24,    179.70
195506,     15.63,     18.25,     17.33,    280.65,    362.86,    271.20
195507,     16.59,     17.89,     18.32,    306.72,    381.89,    289.52
195508,     16.27,     17.90,     19.14,    236.64,    384.74,    382.38
195509,     16.35,     18.20,     18.79,    239.12,    294.33,    499.60
195510,     16.32,     18.41,     18.42,    262.29,    324.96,    426.71
195511,     16.32,     18.16,     17.62,    234.60,    275.34,    491.48
195512,     17.57,     18.21,     19.03,    224.11,    314.73,    536.15
195601,     17.27,     19.67,     20.18,    166.58,    324.02,    562.17
195602,     16.91,     19.36,     20.15,    155.63,    305.18,    536.84
195603,     18.05,     19.05,     20.84,    159.82,    297.76,    582.18
195604,     18.45,     20.24,     21.18,    164.32,    316.50,    621.53
195605,     17.86,     19.74,     22.21,    160.99,    298.37,    643.21
195606,     17.81,     17.86,     21.57,    169.58,    339.67,    531.28
195607,     17.28,     19.13,     21.34,    260.64,    330.97,    522.54
195608,     17.85,     18.66,     23.71,    271.63,    372.27,    505.87
195609,     18.11,     18.02,     23.04,    252.10,    365.17,    483.38
195610,     16.66,     18.70,     21.87,    283.41,    361.75,    413.40
195611,     16.95,     18.84,     20.71,    285.87,    372.31,    408.55
195612,     17.23,     18.90,     20.02,    281.49,    418.70,    348.72
195701,     17.54,     20.41,     20.61,    296.58,    383.93,    443.38
195702,     17.44,     20.64,     21.16,    275.69,    399.75,    390.21
195703,     16.31,     20.03,     20.92,    408.61,    336.66,    362.33
195704,     17.06,     20.65,     20.20,    436.64,    417.86,    247.78
195705,     16.71,     20.81,     21.34,    416.23,    463.79,    268.10
195706,     16.89,     21.57,     21.12,    365.80,    455.27,    356.59
195707,     17.18,     20.49,     21.25,    382.81,    389.99,    421.62
195708,     18.64,     19.89,     20.52,    299.11,    418.93,    467.85
195709,     17.54,     19.48,     18.46,    260.80,    393.64,    459.11
195710,     16.37,     17.56,     18.53,    214.30,    384.53,    430.04
195711,     14.98,     16.18,     17.02,    204.27,    366.84,    419.58
195712,     14.95,     16.51,     17.06,    187.78,    391.06,    417.91
195801,     13.84,     15.77,     16.33,    198.32,    435.33,    325.32
195802,     15.54,     17.93,     17.06,    157.85,    374.66,    439.29
195803,     14.83,     17.97,     17.44,    200.64,    439.52,    338.02
195804,     16.19,     18.03,     18.16,    225.81,    508.11,    297.02
195805,     16.25,     18.00,     19.25,    244.17,    537.94,    275.29
195806,     17.91,     18.40,     19.12,    262.57,    555.11,    264.52
195807,     18.20,     19.20,     19.72,    372.65,    534.22,    247.75
195808,     19.57,     19.61,     21.91,    382.78,    559.35,    244.00
195809,     19.56,     20.67,     22.64,    501.80,    505.48,    236.62
195810,     20.50,     21.42,     23.82,    542.23,    488.63,    263.70
195811,     21.41,     22.83,     23.28,    699.22,    415.18,    248.28
195812,     21.54,     24.08,     24.63,    707.34,    407.86,    248.51
195901,     22.48,     25.76,     25.06,    676.56,    477.93,    256.03
195902,     23.46,     26.23,     28.46,    488.82,    573.64,    358.55
195903,     23.68,     27.56,     28.53,    526.20,    565.95,    339.51
195904,     25.69,     27.05,     28.35,    520.96,    579.40,    337.84
195905,     26.32,     27.25,     29.04,    557.88,    578.28,    355.59
195906,     27.42,     26.88,     28.81,    463.50,    638.23,    423.41
195907,     25.18,     26.96,     29.87,    455.80,    598.44,    478.36
195908,     25.79,     27.38,     31.08,    473.15,    645.22,    451.03
195909,     25.30,     27.80,     28.60,    414.62,    658.52,    437.73
195910,     22.33,     28.09,     27.19,    421.16,    534.55,    520.43
195911,     22.16,     27.63,     29.27,    433.09,    491.04,    604.55
195912,     22.91,     27.86,     29.10,    458.57,    485.16,    595.94
196001,     23.35,     28.37,     30.98,    439.51,    581.53,    558.18
196002,     22.90,     27.73,     29.77,    395.98,    493.43,    581.81
196003,     24.87,     27.08,     28.54,    305.69,    633.53,    502.49
196004,     22.88,     26.73,     29.13,    339.97,    519.42,    581.49
196005,     21.87,     26.53,     29.31,    397.33,    451.72,    604.67
196006,     22.25,     26.78,     29.98,    479.83,    449.05,    585.81
196007,     21.24,     28.25,     30.06,    407.18,    467.99,    635.63
196008,     22.71,     25.75,     30.13,    601.68,    335.41,    613.62
196009,     23.17,     26.92,     31.19,    617.60,    340.06,    632.58
196010,     21.11,     25.86,     28.28,    571.98,    366.95,    535.68
196011,     20.91,     24.90,     27.17,    400.44,    482.28,    520.55
196012,     22.48,     24.83,     29.33,    369.47,    531.00,    536.38
196101,     23.31,     26.00,     32.12,    555.77,    489.21,    551.03
196102,     25.60,     28.47,     35.87,    421.48,    541.81,    630.15
196103,     27.41,     29.07,     40.39,    492.74,    532.31,    657.78
196104,     26.96,     32.57,     40.76,    578.03,    540.38,    654.58
196105,     25.80,     35.77,     38.29,    738.32,    476.11,    671.29
196106,     28.62,     37.30,     36.80,    714.92,    469.46,    700.61
196107,     27.03,     34.41,     35.13,    673.59,    485.61,    659.31
196108,     28.31,     33.87,     36.39,    626.86,    528.06,    711.87
196109,     27.47,     35.07,     38.22,    604.60,    546.30,    729.65
196110,     26.87,     34.78,     35.24,    716.62,    604.00,    555.85
196111,     26.65,     33.82,     36.51,    665.84,    660.42,    558.09
196112,     29.85,     35.02,     36.11,    589.51,    778.35,    557.26
196201,     31.08,     34.54,     35.99,    572.57,    716.12,    639.65
196202,     31.50,     35.04,     34.85,    480.05,    674.09,    665.82
196203,     33.71,     36.11,     32.55,    477.43,    712.19,    687.89
196204,     32.54,     34.63,     34.86,    436.90,    646.05,    771.14
196205,     29.07,     33.20,     31.35,    383.31,    616.35,    703.05
196206,     27.26,     28.98,     27.39,    325.75,    581.24,    622.08
196207,     23.38,     27.73,     25.36,    272.52,    417.94,    725.36
196208,     26.73,     28.83,     26.75,    418.20,    525.97,    609.88
196209,     27.77,     29.21,     27.40,    367.36,    519.04,    708.14
196210,     25.93,     27.60,     24.71,    406.54,    479.16,    651.56
196211,     25.94,     25.25,     24.26,    404.80,    503.86,    600.31
196212,     29.78,     28.63,     27.69,    411.15,    544.47,    688.48
196301,     28.39,     27.48,     28.41,    384.23,    561.67,    697.00
196302,     29.78,     31.15,     30.52,    405.63,    546.80,    730.58
196303,     29.89,     29.84,     30.12,    412.62,    561.17,    681.18
196304,     28.81,     31.90,     30.14,    401.61,    621.55,    684.67
196305,     29.92,     33.08,     30.94,    331.78,    672.57,    723.80
196306,     30.14,     35.22,     32.24,    333.46,    699.83,    728.98
196307,     29.72,     34.60,     32.15,    295.34,    622.26,    840.55
196308,     16.28,     23.86,     24.57,    304.67,    630.69,    730.41
196309,     16.41,     26.17,     25.88,    285.33,    734.27,    678.27
196310,     15.74,     25.51,     27.02,    299.19,    720.01,    678.58
196311,     15.69,     25.69,     25.37,    298.49,    822.80,    594.25
196312,     15.82,     24.67,     24.25,    309.02,    749.18,    656.54
196401,     15.62,     24.29,     23.40,    325.09,    772.49,    687.59
196402,     15.28,     25.56,     26.15,    288.27,    593.53,    965.53
196403,     16.26,     24.80,     26.20,    234.51,    487.44,   1213.81
196404,     16.65,     25.31,     26.53,    302.14,    691.23,    915.40
196405,     16.29,     25.93,     24.88,    347.02,    813.92,    777.17
196406,     17.06,     25.94,     24.80,    299.78,    592.81,   1079.76
196407,     16.69,     26.01,     26.43,    326.12,    672.15,    980.02
196408,     17.29,     25.37,     28.13,    356.95,    640.66,   1033.15
196409,     17.37,     25.52,     26.02,    354.01,    728.71,    900.58
196410,     17.38,     26.85,     27.82,    389.14,    789.88,    875.97
196411,     18.35,     27.16,     26.95,    383.07,    902.86,    716.69
196412,     17.77,     26.82,     26.28,    660.35,    698.10,    778.49
196501,     18.11,     27.33,     23.65,    768.92,    774.69,    593.23
196502,     18.52,     28.41,     26.82,    835.66,    699.99,    735.66
196503,     19.80,     28.96,     27.02,    830.61,    762.11,    656.78
196504,     20.77,     28.11,     26.73,   1014.61,    640.11,    660.88
196505,     21.48,     29.56,     27.89,   1124.53,    797.75,    401.75
196506,     21.11,     28.61,     27.60,   1106.58,    773.54,    365.43
196507,     19.29,     27.70,     22.74,   1017.50,    722.55,    373.16
196508,     20.55,     26.44,     24.32,    843.99,    755.11,    547.18
196509,     20.99,     27.68,     25.61,    849.08,    787.24,    542.67
196510,     20.33,     28.92,     27.70,    952.33,    790.97,    504.66
196511,     21.74,     29.56,     29.55,    737.03,    917.63,    616.78
196512,     23.21,     29.88,     30.33,    959.50,    764.57,    603.85
196601,     25.55,     30.89,     30.36,   1030.39,    824.69,    478.86
196602,     26.04,     32.74,     32.32,   1007.85,    859.45,    464.35
196603,     27.61,     33.08,     32.21,    920.47,    849.89,    500.36
196604,     28.71,     31.65,     30.34,    838.32,    884.02,    496.13
196605,     29.43,     34.46,     30.72,    997.63,    756.57,    550.04
196606,     28.42,     29.45,     27.96,    904.01,    754.61,    497.88
196607,     28.77,     29.01,     27.06,   1043.86,    625.90,    477.69
196608,     26.12,     29.32,     27.17,    974.51,    642.96,    502.36
196609,     23.49,     26.64,     23.47,    866.36,    604.55,    475.26
196610,     23.65,     26.87,     21.81,    918.59,    585.52,    459.82
196611,     22.33,     27.14,     21.72,    685.02,    764.73,    560.53
196612,     20.44,     29.94,     24.71,    575.47,    700.04,    743.91
196701,     20.94,     29.59,     26.39,    657.09,    658.26,    751.20
196702,     23.73,     34.62,     33.65,    696.05,    648.35,    868.32
196703,     23.73,     35.06,     36.89,    846.84,    677.00,    774.47
196704,     25.73,     36.92,     36.82,    851.14,    762.81,    761.00
196705,     26.00,     40.03,     38.03,    943.28,    794.49,    780.07
196706,     27.38,     36.27,     35.66,    673.50,    927.92,    665.54
196707,     29.07,     39.52,     36.66,    754.48,    942.98,    632.04
196708,     33.18,     40.38,     38.83,   1020.28,    836.18,    634.56
196709,     35.18,     40.72,     37.19,    982.28,    838.85,    614.41
196710,     39.18,     41.26,     38.65,   1222.30,    703.47,    612.66
196711,     42.40,     40.47,     35.53,   1142.91,    649.73,    633.97
196712,     44.31,     42.15,     34.09,    996.61,    770.79,    639.45
196801,     51.66,     43.88,     38.25,    976.89,    896.96,    695.00
196802,     50.14,     44.11,     39.41,    764.94,   1044.24,    641.95
196803,     46.64,     44.75,     35.82,    844.36,    894.91,    600.01
196804,     44.70,     44.28,     35.37,    816.09,    915.82,    632.09
196805,     48.30,     48.49,     41.15,    901.72,    950.96,    713.12
196806,     52.90,     50.39,     46.75,    772.67,   1095.79,    738.00
196807,     54.31,     54.64,     44.93,    822.30,   1109.83,    716.63
196808,     50.19,     51.63,     43.71,    919.21,    979.10,    674.46
196809,     50.53,     51.85,     46.31,    793.18,    989.22,    846.79
196810,     50.92,     59.44,     48.27,    842.59,   1189.96,    497.71
196811,     50.39,     58.64,     49.86,    970.78,   1150.50,    497.47
196812,     51.69,     63.77,     54.23,   1064.66,   1156.53,    538.97
196901,     51.95,     63.89,     58.58,   1232.83,    983.58,    566.65
196902,     52.03,     62.79,     58.24,   1436.44,    868.72,    543.30
196903,     47.80,     59.55,     51.46,   1411.02,    789.56,    504.57
196904,     48.03,     58.54,     53.07,   1149.47,   1037.30,    524.36
196905,     46.60,     60.67,     53.51,   1036.76,   1094.01,    692.28
196906,     44.03,     56.50,     58.98,    946.47,    930.77,    985.62
196907,     39.44,     51.18,     50.76,    779.57,    941.46,    920.76
196908,     34.46,     46.19,     48.25,    434.50,   1001.87,    857.97
196909,     35.33,     47.42,     58.05,    415.03,   1042.43,    914.72
196910,     32.73,     48.56,     57.77,    354.53,    780.31,   1150.88
196911,     35.55,     52.30,     61.29,    517.51,    807.80,   1133.34
196912,     34.68,     47.03,     54.85,    581.79,    681.86,   1130.67
197001,     29.18,     51.79,     58.07,    455.12,    711.50,   1140.76
197002,     27.67,     50.18,     58.06,    370.08,    667.55,   1029.93
197003,     29.72,     46.81,     56.76,    586.65,    726.51,   1025.07
197004,     28.86,     46.69,     56.35,    802.39,    661.25,    984.94
197005,     23.84,     37.82,     50.11,    622.25,    549.35,    989.01
197006,     21.68,     35.18,     47.89,    437.76,    567.65,    922.85
197007,     19.07,     32.66,     43.75,    314.34,    673.82,    784.54
197008,     21.31,     32.15,     42.83,    328.36,    842.23,    735.87
197009,     21.75,     36.04,     47.79,    349.00,    752.68,    889.49
197010,     25.45,     38.25,     49.37,    356.25,    735.28,    950.83
197011,     23.03,     36.94,     45.88,    368.31,    724.10,    919.46
197012,     23.35,     36.42,     45.23,    373.16,    796.64,    927.41
197101,     25.46,     40.70,     51.97,    369.94,    909.63,    975.81
197102,     27.39,     49.89,     58.68,    466.67,    960.97,    966.83
197103,     28.97,     47.22,     54.10,    504.12,   1024.07,    937.68
197104,     32.10,     47.99,     51.79,    524.06,   1164.33,    872.76
197105,     34.54,     44.16,     50.40,    875.66,   1117.22,    785.15
197106,     31.28,     42.52,     47.25,    799.42,   1236.55,    602.24
197107,     30.35,     42.22,     46.51,    926.76,   1219.82,    556.68
197108,     27.61,     39.49,     44.01,    881.17,   1056.45,    633.51
197109,     27.77,     43.92,     44.92,    901.08,   1128.99,    663.50
197110,     27.42,     42.85,     50.14,    947.23,   1051.70,    713.86
197111,     27.19,     40.08,     41.84,   1113.55,    956.71,    613.14
197112,     28.05,     36.57,     37.56,   1063.19,    926.03,    659.46
197201,     31.81,     43.62,     43.17,    784.81,   1006.63,   1002.98
197202,     31.71,     50.43,     51.06,    732.79,   1015.67,   1021.42
197203,     32.82,     50.45,     50.42,    790.44,   1091.24,    992.36
197204,     33.75,     48.67,     49.37,    534.01,   1229.66,    993.25
197205,     34.01,     50.31,     48.10,    713.54,   1116.74,   1035.21
197206,     32.40,     48.34,     45.65,    727.10,   1153.36,   1016.81
197207,     32.33,     45.03,     44.54,    575.28,   1029.38,   1223.72
197208,     32.66,     40.15,     43.20,    600.48,    961.80,   1248.90
197209,     32.85,     42.15,     42.59,    599.63,   1010.76,   1283.96
197210,     29.96,     43.38,     42.21,    477.67,   1073.82,   1244.90
197211,     30.13,     39.66,     42.06,    430.70,   1113.79,   1232.94
197212,     31.32,     41.20,     45.47,    666.29,    965.33,   1377.07
197301,     31.47,     42.64,     46.01,    435.81,   1080.01,   1405.16
197302,     27.06,     44.57,     50.83,    371.74,    836.19,   1487.27
197303,     24.90,     39.38,     45.02,    346.72,    702.81,   1586.45
197304,     24.33,     37.70,     43.70,    311.12,    658.00,   1604.58
197305,     23.06,     33.78,     41.02,    289.97,    642.56,   1475.10
197306,     21.58,     28.48,     38.07,    314.97,    597.21,   1508.45
197307,     20.08,     27.83,     38.34,    234.42,    607.72,   1463.11
197308,     23.01,     30.64,     40.72,    246.57,    614.12,   1554.79
197309,     21.78,     28.50,     36.86,    277.08,    638.03,   1485.07
197310,     23.41,     30.83,     41.28,    309.71,    863.23,   1370.46
197311,     21.85,     33.26,     40.36,    331.28,   1073.73,   1133.49
197312,     18.21,     25.12,     29.11,    311.41,    782.31,   1149.75
197401,     13.63,     19.40,     23.52,    282.79,    593.71,   1073.48
197402,     14.13,     24.05,     27.60,    347.84,    725.08,    925.62
197403,     14.28,     23.46,     26.67,    361.75,    951.19,    777.33
197404,     14.67,     23.88,     24.58,    570.56,    876.32,    698.48
197405,     13.64,     21.71,     22.93,    680.25,    803.99,    614.82
197406,     13.16,     19.28,     19.51,    730.27,    843.97,    454.95
197407,     13.67,     17.86,     18.08,    572.51,    866.71,    480.08
197408,     12.76,     17.34,     17.01,    279.68,    828.31,    587.45
197409,     11.22,     15.44,     16.14,    355.45,    663.87,    566.65
197410,     11.41,     13.38,     13.70,    258.71,    492.64,    670.93
197411,     12.33,     14.78,     14.62,    388.79,    696.58,    588.02
197412,     11.44,     14.38,     14.37,    419.50,    621.65,    573.02
197501,     11.31,     13.82,     12.59,    415.40,    653.43,    511.23
197502,     13.16,     18.72,     17.50,    311.30,    678.74,    722.84
197503,     13.58,     18.88,     19.13,    615.16,    701.35,    638.74
197504,     14.42,     20.47,     20.41,    501.73,    786.66,    682.57
197505,     15.07,     20.72,     21.34,    622.27,    858.15,    600.86
197506,     15.09,     21.90,     25.13,    821.74,    917.72,    481.98
197507,     16.21,     24.41,     26.19,   1173.66,    789.43,    523.67
197508,     16.07,     23.68,     24.72,    894.15,    853.36,    468.68
197509,     15.59,     21.24,     22.57,   1081.64,    724.07,    438.36
197510,     14.78,     20.45,     22.36,    885.45,    738.96,    522.28
197511,     15.69,     19.76,     20.68,    938.16,    778.91,    466.77
197512,     15.33,     20.50,     21.91,    723.28,    946.29,    512.49
197601,     16.97,     20.11,     20.43,    829.14,    874.84,    479.69
197602,     18.94,     24.99,     24.71,    584.10,   1055.77,    735.32
197603,     20.71,     27.83,     25.87,    904.69,    920.29,    660.42
197604,     20.67,     27.81,     24.80,    963.73,    993.03,    559.74
197605,     21.82,     26.64,     23.77,    900.83,    998.71,    571.07
197606,     20.70,     26.51,     22.56,    873.19,    990.81,    584.03
197607,     20.07,     28.90,     23.19,    960.47,    998.57,    649.94
197608,     20.45,     29.64,     25.96,    915.88,    958.14,    772.64
197609,     20.21,     28.81,     25.94,    961.78,    995.55,    643.01
