This file was created by CMPT_ME_PRIOR_RETS using the 201803 CRSP database.
It contains value- weighted returns for the intersections of  2 ME portfolios
and  3 prior return portfolios.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  PRIOR_RET is from - 1 to - 1.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
201406,   6.29,   4.82,   6.50,   1.54,   2.38,   2.65
201407,  -3.97,  -5.67,  -7.89,  -1.15,  -1.90,  -2.69
201408,   5.82,   4.14,   3.75,   5.21,   3.95,   4.23
201409,  -5.77,  -5.61,  -5.46,  -2.44,  -0.92,  -2.41
201410,   4.13,   7.05,   5.63,  -1.45,   2.59,   2.49
201411,  -3.49,   1.00,   0.68,   1.62,   2.89,   4.35
201412,   1.27,   3.32,   3.01,  -0.86,   0.03,  -0.48
201501,  -5.69,  -4.77,  -3.95,  -1.89,  -3.75,  -2.75
201502,   9.16,   6.60,   5.21,   8.29,   6.05,   4.97
201503,   0.94,   1.70,   0.82,  -1.31,  -1.38,  -0.96
201504,   0.32,  -1.39,  -2.40,   3.17,  -0.09,  -2.31
201505,   3.45,   1.38,   0.36,   2.23,   2.01,   0.21
201506,  -1.62,   1.39,   2.34,  -3.81,  -1.81,  -0.64
201507,  -7.17,  -3.00,  -0.08,  -0.42,   2.63,   2.85
201508,  -4.68,  -5.18,  -7.53,  -5.65,  -6.19,  -6.08
201509,  -9.68,  -4.07,  -5.94,  -4.99,  -2.22,  -2.12
201510,   6.32,   5.96,   5.17,   8.45,   7.84,   7.89
201511,   4.90,   2.58,   3.99,  -0.01,   0.09,   0.94
201512,  -4.40,  -5.96,  -5.38,  -1.67,  -1.77,  -2.97
201601, -12.37,  -9.00, -11.60,  -8.25,  -7.27,  -3.51
201602,  -0.60,   1.20,   0.73,  -0.15,  -0.44,   0.35
201603,  10.93,   7.82,   8.18,   7.12,   6.46,   6.79
201604,   3.18,   2.07,   5.20,   1.80,   0.26,  -0.42
201605,   0.86,   1.44,   1.01,   2.50,   1.27,   2.11
201606,  -0.62,  -0.50,  -1.42,   0.21,   1.11,  -2.09
201607,   7.29,   5.94,   5.37,   7.68,   4.12,   0.64
201608,   3.35,   1.94,   2.62,  -0.38,   0.42,   1.00
201609,   3.03,   0.41,   2.63,  -0.73,   0.65,  -0.36
201610,  -4.42,  -3.62,  -7.79,  -0.92,  -1.81,  -2.97
201611,  11.08,  12.53,  11.33,   5.23,   3.55,   4.89
201612,   1.09,   2.95,   2.59,   1.76,   1.61,   2.37
201701,   2.83,   0.49,  -1.00,   3.86,   1.95,   0.80
201702,   1.53,   1.31,   2.37,   2.98,   3.62,   4.36
201703,  -0.27,   0.06,   2.34,   0.51,   0.32,  -0.16
201704,   0.02,   1.43,   1.85,  -0.39,   1.07,   2.18
201705,  -4.51,  -2.25,  -1.19,  -0.77,   1.07,   3.08
201706,   5.46,   3.34,   2.24,   3.19,   2.48,  -1.63
201707,   1.46,   0.74,   0.03,   3.26,   1.54,   0.60
201708,  -1.73,  -1.42,  -1.72,  -0.55,   0.56,   0.25
201709,   8.96,   7.60,   5.62,   3.26,   2.68,   1.14
201710,  -2.22,   0.96,   0.26,   2.87,   2.02,   2.04
201711,   3.31,   3.27,   2.41,   2.23,   4.25,   2.51
201712,   0.49,  -0.10,   0.73,   0.63,   1.15,   1.90
201801,   2.42,   2.59,   2.41,   5.67,   6.54,   4.58
201802,  -5.08,  -3.40,  -3.28,  -2.92,  -4.81,  -2.70
201803,   0.16,   1.88,   0.54,  -1.50,  -2.57,  -2.54


  Average Equal Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
192602,  -5.97,  -5.66,  -6.70,  -6.05,  -3.75,  -5.00
192603, -14.18, -10.49,  -8.72, -12.92,  -7.09,  -5.61
192604,   2.23,   2.77,   4.72,   1.59,   4.03,   3.70
192605,  -1.00,  -0.14,  -0.70,  -0.46,   0.84,   1.64
192606,   5.96,   3.62,   4.56,   7.65,   5.54,   3.61
192607,  -0.05,   0.64,   0.24,   2.63,   1.65,   3.39
192608,   6.03,   1.82,   2.73,   2.59,   2.95,   0.93
192609,  -1.13,  -0.47,  -1.85,  -0.48,  -0.04,  -0.72
192610,  -6.09,  -2.30,  -2.48,  -4.81,  -2.85,  -2.45
192611,   1.53,   4.31,  -0.60,   5.33,   3.62,   1.70
192612,   3.77,   1.34,   1.04,   3.09,   2.10,   2.80
192701,   2.04,   0.33,   2.44,   0.19,   0.75,   1.10
192702,   5.39,   6.19,   6.82,   5.19,   3.62,   8.73
192703,  -3.19,  -4.41,  -1.76,  -3.37,  -0.04,  -0.48
192704,   0.34,   2.79,  -0.22,  -1.80,   0.61,   1.54
192705,   7.11,   5.79,   5.76,   5.12,   6.11,   7.29
192706,  -0.32,  -2.78,  -3.16,  -4.59,  -1.92,  -1.10
192707,   7.28,   5.57,   3.20,   6.69,   6.72,   5.72
192708,  -0.84,   1.97,  -3.09,   0.51,   1.91,   0.56
192709,   1.51,   2.91,  -0.20,   6.31,   3.76,   5.45
192710,  -4.36,  -4.06,  -4.47,  -3.71,  -2.63,  -3.87
192711,  18.86,   9.48,   8.13,   8.46,   7.01,   7.59
192712,   3.19,   4.84,   1.51,   1.87,   2.81,   4.85
192801,   7.66,   4.67,   3.97,   0.48,   1.58,   0.20
192802,  -1.55,  -2.64,  -2.08,  -2.81,  -2.01,  -2.53
192803,   6.93,   6.73,   6.92,   8.07,   7.51,   8.70
192804,  14.29,   9.12,  11.59,   4.22,   5.90,   5.38
192805,   8.64,   5.37,   3.70,   2.89,   2.33,   0.32
192806,  -8.81,  -6.30, -10.81,  -5.10,  -5.08,  -6.51
192807,  -2.00,   0.23,   0.73,   1.55,   1.17,   0.66
192808,   5.67,   2.84,   3.07,   7.57,   6.71,   9.09
192809,   5.80,   5.39,   5.65,   2.78,   4.69,   5.79
192810,   1.47,   0.16,   5.21,   2.33,   0.38,   1.41
192811,  13.05,  10.74,   9.91,   9.24,  11.90,  14.37
192812,  -0.46,  -3.10,  -2.25,  -0.65,   1.76,   1.53
192901,   3.19,   1.74,   2.38,  -1.20,   5.78,   4.65
192902,   1.37,   0.14,   0.10,  -0.11,   1.61,  -0.83
192903,  -4.33,  -4.85,  -3.75,  -3.05,  -1.69,  -2.49
192904,   0.47,   1.71,   1.79,   2.81,   1.85,   0.54
192905, -14.15,  -9.39, -11.41,  -8.86,  -5.57,  -5.58
192906,   8.01,   4.68,   2.06,  12.54,   9.60,   7.50
192907,   0.52,   1.37,  -1.49,   1.30,   4.24,   3.42
192908,   1.01,  -0.55,  -1.89,   4.14,   4.96,   7.36
192909,  -5.89,  -4.15,  -6.87,  -1.11,  -3.15,  -4.36
192910, -25.66, -20.89, -19.15, -24.18, -16.37, -22.11
192911, -13.49, -11.62, -13.80, -18.47, -12.77,  -7.54
192912,  -8.06,  -5.64,  -3.75,   3.58,   1.58,  -1.74
193001,  22.31,  10.89,   6.22,  10.80,   6.72,   4.47
193002,   6.59,   5.29,   3.02,   1.99,   2.33,   2.91
193003,  16.08,  11.16,  12.44,   9.37,   6.39,   8.30
193004,  -5.07,  -5.31,  -5.76,  -2.78,  -3.46,  -3.69
193005,  -6.18,  -3.92,  -7.71,  -1.55,  -2.35,  -2.56
193006, -23.06, -18.25, -20.56, -21.13, -16.14, -16.14
193007,   7.53,   2.03,  -2.18,   7.42,   4.90,   1.63
193008,  -1.54,  -0.89,  -6.44,  -0.99,   0.30,  -1.81
193009, -18.29, -14.53, -17.78, -17.93, -11.77, -13.93
193010,  -8.53, -10.70, -10.89, -12.46, -10.87,  -6.55
193011,   0.77,  -2.62,  -5.96,  -2.37,  -2.27,  -2.15
193012, -20.86, -15.19, -16.85, -11.56,  -8.97,  -9.81
193101,  32.33,  12.27,   6.72,  16.23,   9.58,   3.73
193102,  18.56,  18.60,  20.90,  12.53,  10.89,  14.23
193103,  -2.23,  -4.38, -10.10,  -5.82,  -5.53, -10.77
193104, -17.79, -17.31, -17.92, -16.27, -13.33,  -9.69
193105, -13.78, -14.75, -12.21, -18.50, -14.28, -12.09
193106,  33.28,  17.06,   8.89,  28.03,  13.97,   8.89
193107,  -2.51,  -7.68,  -9.60,  -1.90,  -7.19, -12.73
193108,  -1.93,  -3.33,  -5.46,  -1.22,   0.32,  -0.17
193109, -30.37, -31.52, -34.15, -32.07, -28.13, -33.45
193110,  23.53,  10.97,  -3.82,  18.13,  11.14,   0.46
193111,  -7.05,  -7.14, -13.37,  -9.15,  -9.20,  -9.31
193112, -19.64, -21.17, -25.89, -22.08, -12.71, -13.72
193201,  26.62,   9.06,  -1.62,  13.69,   3.41,  -3.37
193202,   7.50,   2.24,  -3.26,   3.70,   4.60,  -4.74
193203, -10.70, -11.21, -14.96, -16.21,  -8.93, -13.74
193204, -15.83, -20.82, -20.80, -19.22, -18.14, -13.93
193205, -15.46, -18.30, -15.37, -27.13, -24.85, -21.80
193206,  21.39,   1.31,  -4.72,  11.60,   1.17,  -3.31
193207,  58.79,  35.77,  44.98,  44.50,  36.21,  42.11
193208,  99.05,  85.01,  78.87,  30.01,  41.09,  68.86
193209,   0.07,  -7.16, -14.25,  -1.67,  -2.69, -10.72
193210, -15.13, -18.01, -18.50, -17.60, -15.75, -16.17
193211,  -0.60, -10.82,  -8.41,  -9.70,  -7.31,  -4.34
193212,  -6.75,  -7.06, -13.11,   0.62,   1.74,   0.57
193301,   8.98,   1.63,  -1.28,   4.93,   2.07,   2.21
193302,  -7.88, -17.78, -20.34, -17.19, -15.61, -16.19
193303,  23.12,  12.83,   2.52,   9.50,   6.65,   6.88
193304,  60.86,  53.09,  47.94,  45.87,  44.14,  58.79
193305, 102.08,  90.94,  75.10,  29.08,  31.76,  37.42
193306,  33.16,  36.32,  26.14,  13.09,  17.44,  11.69
193307,  -0.26, -10.91, -11.26,  -8.68, -10.51, -16.46
193308,  14.36,   4.31,   3.25,  20.80,  13.52,  12.23
193309, -17.19, -17.66, -17.93, -10.83, -14.22, -12.55
193310,  -8.90, -12.72, -16.05, -14.10,  -9.45,  -8.21
193311,   7.36,   6.84,  -3.11,  12.48,   8.39,   6.21
193312,   2.04,  -1.33,   1.10,   3.55,   1.97,   4.12
193401,  55.14,  37.69,  36.28,  27.63,  16.05,  20.15
193402,   5.40,   4.68,   2.90,  -1.94,  -1.20,  -2.57
193403,   3.22,   1.41,  -1.34,   1.12,   0.30,   0.14
193404,   2.99,   0.37,   0.26,  -1.16,  -1.49,  -1.67
193405, -14.80, -11.13, -12.14, -11.56,  -9.38,  -5.78
193406,  -2.41,  -1.35,  -3.46,   0.82,   2.52,   3.65
193407, -22.47, -22.37, -23.91, -19.17, -15.81, -12.08
193408,  19.48,   9.52,   0.05,  14.28,   8.81,   3.18
193409,  -1.64,  -0.19,  -3.35,   0.21,  -0.73,  -0.96
193410,  -2.13,  -2.94,  -2.48,  -1.63,  -1.74,  -0.68
193411,  15.86,  18.22,  12.09,  10.14,  10.21,  11.26
193412,   3.19,   1.29,   0.83,  -0.43,   0.74,   3.77
193501,   2.71,  -1.99,  -7.28,  -5.38,  -3.74,  -4.16
193502,  -5.09,  -7.91, -12.99,  -7.71,  -1.61,   0.50
193503, -11.81,  -9.49,  -8.18,  -4.39,  -5.61,  -3.39
193504,  15.14,   9.10,   7.48,  11.89,   8.08,   8.24
193505,   7.66,   1.65,  -3.24,   4.22,   2.78,   1.05
193506,   1.96,   1.51,   1.43,   7.43,   6.61,   6.30
193507,  15.56,  13.94,  10.68,   7.02,   6.57,  11.11
193508,  17.23,  12.83,  11.00,   1.68,   3.10,   5.44
193509,   6.95,   3.82,  -0.40,   2.06,   2.82,  -0.25
193510,  10.62,   8.45,   7.75,  11.96,   5.93,   8.53
193511,  36.17,  17.41,  14.34,   8.62,   5.50,   4.64
193512,   7.62,   6.04,   4.15,   5.17,   6.11,   9.51
193601,  26.58,  17.55,  20.35,   6.66,   8.04,   8.77
193602,   7.08,   5.66,   4.35,   3.57,   4.21,  -1.97
193603,   3.73,  -0.28,  -1.06,   1.82,   1.34,  -0.89
193604, -17.63, -14.56, -13.15,  -9.76,  -9.07, -10.12
193605,   8.42,   4.48,   0.86,   8.86,   3.82,   4.66
193606,   0.09,  -2.23,  -1.75,   2.23,   0.70,   1.00
193607,  10.58,   5.94,   7.36,   7.96,   7.22,   7.77
193608,   2.94,   1.29,   2.32,   2.53,   1.99,   2.17
193609,   6.14,   4.30,   3.24,   2.53,   1.36,   2.66
193610,   7.56,   6.48,   7.18,   5.72,   6.49,   4.58
193611,  14.93,  12.01,  13.68,   4.16,   4.49,   6.54
193612,   2.94,   4.78,   3.82,  -0.04,   1.75,   3.35
193701,  10.96,  12.07,  10.54,   4.12,   3.72,   5.20
193702,   7.16,   2.49,   1.91,   2.03,   1.80,   1.40
193703,  -1.12,   0.67,  -0.18,  -1.57,  -0.33,   2.88
193704, -12.65,  -9.51, -13.54,  -7.68,  -8.05,  -9.02
193705,  -3.50,  -2.64,  -2.21,  -2.90,  -1.55,  -1.93
193706, -11.05,  -9.25, -10.20,  -6.20,  -4.71,  -5.54
193707,  14.26,   8.97,   6.24,  10.71,   9.96,   7.77
193708,  -3.94,  -4.68,  -8.88,  -2.79,  -4.45,  -8.16
193709, -22.87, -22.37, -20.08, -21.12, -16.54, -14.75
193710,  -8.46, -11.64, -10.24, -12.77, -11.42,  -8.05
193711, -12.13, -12.07, -13.93,  -9.72, -10.27,  -7.50
193712, -12.42, -14.88, -11.78, -10.63,  -6.80,  -5.42
193801,  11.44,   5.48,  -0.45,   2.22,   3.48,  -0.57
193802,   8.51,   6.54,   1.79,   8.83,   7.04,   4.16
193803, -26.20, -32.87, -35.86, -22.34, -25.36, -29.82
193804,  30.31,  22.38,   9.54,  25.92,  19.55,  11.99
193805,  -4.69,  -7.30, -11.65,  -3.26,  -5.92, -10.13
193806,  41.88,  31.64,  22.69,  40.85,  30.34,  18.16
193807,  16.21,  14.31,  14.67,   7.32,   9.33,  12.87
193808,  -6.34,  -9.42,  -9.24,  -3.63,  -4.76,  -3.71
193809,  -1.70,  -2.45,  -4.69,   0.94,  -0.38,  -1.12
193810,  19.27,  15.95,  15.88,  13.92,  10.79,  11.16
193811,  -7.21,  -5.13,  -5.46,  -1.64,  -2.23,  -2.07
193812,   3.08,   0.74,  -0.11,   7.10,   4.96,   4.67
193901,  -5.22,  -8.61, -10.66,  -5.64,  -6.17, -10.36
193902,   6.76,   4.85,  -0.42,   5.62,   3.62,   4.25
193903, -17.89, -18.03, -20.97, -12.87, -16.05, -18.28
193904,   4.72,  -0.94,  -3.53,   1.43,  -0.26,  -1.16
193905,  11.25,   8.39,   6.12,   9.70,   8.54,   7.30
193906,  -8.60,  -9.07, -11.66,  -5.26,  -7.38,  -7.98
193907,  21.02,  12.65,   6.72,  21.63,  12.43,   8.06
193908,  -8.08, -11.09, -16.08,  -6.02,  -9.08, -13.37
193909,  66.70,  46.78,  59.83,  32.32,  24.61,  12.71
193910,   8.43,   0.68, -10.03,   6.15,  -2.35,  -5.08
193911, -15.40,  -7.63,  -7.11, -11.39,  -4.89,  -3.26
193912,  -1.76,   1.04,   2.02,   3.52,   3.35,   3.03
194001,   0.67,  -2.75,  -4.70,  -1.71,  -1.69,  -3.03
194002,   5.18,   5.07,   1.70,   2.76,   1.53,   1.93
194003,   5.39,   3.67,   0.40,   2.39,   2.24,   3.27
194004,   4.28,   0.93,  -0.57,   3.00,   0.26,   0.19
194005, -27.87, -26.87, -31.20, -26.92, -23.61, -26.33
194006,   8.92,   6.69,   0.46,  11.86,   7.13,   4.55
194007,   5.34,   4.04,   0.93,   5.15,   4.54,   2.03
194008,   3.57,   4.23,  -1.71,   1.65,   2.54,   2.35
194009,   5.32,   4.05,   4.03,   2.54,   3.26,   3.29
194010,   5.43,   5.37,   3.38,   6.87,   4.20,   4.87
194011,   1.16,   1.40,  -1.38,   0.11,   0.02,  -3.56
194012,  -3.40,  -1.55,  -5.62,   0.10,   0.51,  -1.32
194101,   8.67,   0.10,  -4.07,  -1.92,  -3.56,  -5.72
194102,  -1.93,  -2.48,  -2.59,  -0.99,  -1.76,  -2.38
194103,   4.27,  -0.21,   1.32,   0.90,   1.51,  -0.87
194104,  -4.86,  -6.88,  -6.75,  -6.83,  -5.41,  -4.08
194105,   3.00,   0.09,  -1.54,   2.28,   1.11,   0.66
194106,   8.57,   8.32,   5.62,   6.29,   5.31,   6.24
194107,  18.86,  12.32,  19.39,  10.38,   8.04,   8.54
194108,   0.73,  -0.49,  -2.47,   0.02,  -0.66,  -0.24
194109,  -2.79,  -2.85,  -2.80,  -1.63,  -1.21,  -1.33
194110,  -7.98,  -5.94,  -5.64,  -6.86,  -5.76,  -4.79
194111,  -6.58,  -2.82,  -4.77,  -3.56,  -1.90,  -1.10
194112, -12.74, -10.33, -11.11,  -5.89,  -5.43,  -3.71
194201,  31.39,  13.37,  17.15,  10.40,   5.31,  -0.16
194202,   2.29,  -0.23,  -2.40,  -2.50,  -1.62,  -2.22
194203,  -4.30,  -4.20,  -5.09,  -6.68,  -6.00,  -4.59
194204,  -4.02,  -4.09,  -4.48,  -4.48,  -5.06,  -5.47
194205,   2.26,   1.34,  -0.01,   4.13,   4.19,   4.73
194206,   3.13,   1.92,   2.37,   2.76,   2.68,   2.28
194207,   7.05,   4.08,   3.70,   5.83,   4.55,   2.34
194208,   6.23,   2.27,   1.31,   2.49,   2.15,   2.22
194209,   8.76,   3.47,   6.68,   3.07,   2.95,   2.33
194210,  12.26,  10.50,  13.34,   9.52,   6.13,   9.73
194211,   0.56,  -1.75,  -5.33,   1.60,  -1.26,  -3.28
194212,   1.34,   2.19,   1.52,   5.49,   5.84,   4.71
194301,  33.22,  13.81,  20.71,  11.52,   8.98,   7.39
194302,  10.63,  10.10,  29.01,   6.12,   7.63,  11.63
194303,  13.54,  16.26,  11.24,   7.87,   8.99,   9.61
194304,   9.07,   3.58,   3.86,   1.73,   0.82,   4.24
194305,  11.37,   9.89,  10.82,   7.24,   5.38,   6.35
194306,   1.57,   1.16,  -0.22,   1.88,   2.43,  -0.62
194307,  -7.80,  -5.81,  -8.49,  -7.42,  -3.74,  -7.13
194308,   0.69,  -1.23,  -1.72,   2.08,   1.77,   0.23
194309,   5.49,   3.74,   2.77,   2.89,   3.32,   2.23
194310,   1.65,  -0.12,  -1.38,  -0.65,  -0.38,  -1.44
194311, -12.28,  -9.74,  -9.75,  -7.77,  -6.71,  -8.13
194312,  15.26,  10.41,   5.41,  14.14,   8.33,   5.74
194401,   7.28,   6.24,   5.94,   2.96,   2.95,   1.84
194402,   3.07,   2.41,   1.48,   0.92,   0.20,   1.17
194403,   5.40,   4.76,   5.03,   4.69,   2.74,   2.08
194404,  -2.04,  -2.58,  -5.34,  -2.03,  -2.49,  -3.13
194405,   7.80,   7.36,   6.25,   7.38,   6.59,   4.18
194406,  11.84,  13.45,  13.93,   6.75,   7.35,   8.99
194407,   0.71,   0.07,  -3.47,   0.15,  -1.36,  -3.87
194408,   6.47,   2.72,   2.19,   4.04,   2.18,   0.93
194409,   1.08,  -0.21,  -1.11,   0.33,   0.36,  -0.58
194410,   1.46,   0.33,  -1.01,  -0.93,   0.20,  -0.05
194411,   3.60,   2.71,   2.14,   2.00,   1.70,   1.86
194412,   8.86,   8.16,   7.90,   4.90,   5.00,   7.26
194501,   8.76,   6.36,   3.04,   4.14,   3.93,   0.23
194502,  10.51,  10.30,   8.36,   9.07,   6.49,   6.42
194503,  -4.94,  -6.17,  -8.81,  -3.89,  -3.74,  -6.57
194504,  10.56,   8.64,   6.93,  10.66,   9.00,   7.48
194505,   5.02,   3.58,   3.11,   3.42,   1.62,   1.49
194506,   5.24,   4.29,   6.97,   1.67,   2.10,   1.67
194507,  -2.28,  -3.60,  -5.07,  -2.10,  -2.73,  -5.10
194508,   6.72,   7.64,   4.02,   7.87,   7.01,   6.20
194509,   6.84,   6.45,   6.20,   6.94,   5.83,   5.66
194510,   8.16,   7.99,   8.78,   4.49,   4.52,   5.77
194511,  10.75,  12.59,  11.15,   6.87,   7.91,   8.40
194512,   3.35,   3.62,   2.04,   2.53,   2.61,  -0.19
194601,  12.68,  12.82,   9.83,   8.05,   6.82,   7.17
194602,  -5.49,  -5.86,  -8.43,  -5.33,  -6.31,  -8.25
194603,   5.27,   4.19,   4.44,   4.99,   7.14,   8.39
194604,   4.59,   5.50,   9.19,   2.25,   4.17,   6.44
194605,   6.38,   6.46,   4.41,   6.88,   4.99,   3.94
194606,  -4.03,  -5.50,  -4.96,  -4.62,  -4.51,  -5.90
194607,  -4.27,  -5.52,  -4.39,  -3.44,  -3.35,  -3.85
194608,  -8.54,  -8.82,  -7.16,  -7.50,  -7.02,  -5.77
194609, -16.27, -15.10, -13.86, -14.02, -11.90, -10.12
194610,  -0.61,  -1.60,  -2.44,  -0.86,  -0.68,  -1.64
194611,  -0.74,  -0.14,  -0.61,  -0.82,   0.31,  -0.01
194612,   4.23,   3.96,   3.83,   4.52,   5.34,   6.64
194701,   6.86,   5.20,   1.51,   3.26,   1.64,  -0.82
194702,   1.15,  -0.13,  -1.35,  -0.77,  -0.78,  -2.15
194703,  -4.04,  -3.47,  -4.59,  -2.45,  -1.57,  -2.59
194704, -11.00,  -8.84,  -8.71,  -9.10,  -6.46,  -5.67
194705,  -5.68,  -4.14,  -5.54,  -4.51,  -2.17,  -1.93
194706,   6.55,   5.93,   3.55,   5.67,   5.95,   5.43
194707,   8.80,   7.15,   4.32,   6.69,   5.26,   5.13
194708,  -1.13,  -2.45,  -1.97,  -1.44,  -1.53,  -1.81
194709,  -0.07,   1.18,   1.77,   0.55,   0.04,   0.08
194710,   5.86,   3.49,   2.24,   4.42,   2.65,   2.05
194711,  -3.18,  -3.50,  -4.41,  -2.93,  -1.94,  -2.38
194712,   2.01,   0.11,   2.86,   2.58,   2.93,   3.42
194801,   1.83,  -1.22,  -2.39,  -0.04,  -2.85,  -5.26
194802,  -6.30,  -6.90,  -6.97,  -4.57,  -5.75,  -4.60
194803,  11.88,   9.47,   4.60,  12.59,   9.82,   8.14
194804,   3.70,   3.75,   3.67,   3.37,   4.27,   4.49
194805,  10.81,   8.68,   9.84,   8.09,   8.41,   6.61
194806,  -0.94,  -0.77,  -3.02,  -0.89,  -1.02,  -1.62
194807,  -5.16,  -4.37,  -6.94,  -4.04,  -4.91,  -6.36
194808,  -0.70,  -1.32,  -0.70,   1.41,   0.37,  -0.09
194809,  -5.12,  -3.90,  -5.19,  -3.39,  -3.47,  -4.52
194810,   6.23,   4.17,   4.60,   6.96,   5.78,   4.26
194811, -10.09, -11.47, -11.93,  -8.99,  -9.67, -11.77
194812,  -0.51,  -0.11,  -0.29,   4.26,   2.98,   1.73
194901,   4.93,   2.60,  -1.03,   2.78,   1.65,  -0.95
194902,  -5.35,  -5.49,  -5.32,  -3.51,  -2.72,  -1.92
194903,   8.24,   5.94,   5.73,   6.86,   4.81,   4.26
194904,  -3.55,  -3.48,  -3.39,  -3.11,  -2.14,  -3.75
194905,  -7.25,  -5.24,  -4.99,  -3.53,  -2.83,  -2.11
194906,  -1.11,  -2.01,  -0.54,  -0.97,  -0.43,   0.27
194907,   8.64,   5.16,   5.07,   7.22,   5.82,   5.34
194908,   3.40,   2.61,   1.85,   3.06,   2.55,   1.66
194909,   5.98,   3.68,   4.36,   4.12,   4.06,   3.44
194910,   6.23,   5.22,   3.57,   2.62,   3.07,   2.70
194911,  -0.36,   0.96,  -0.66,   2.47,   1.67,   1.81
194912,   9.97,   7.50,   5.34,   7.05,   5.79,   6.02
195001,   6.24,   5.94,   3.92,   3.23,   1.89,   3.28
195002,   3.35,   1.08,   1.30,   1.55,   1.59,   1.20
195003,   0.35,  -1.42,  -1.64,   0.94,   0.11,   0.57
195004,   7.38,   4.94,   4.21,   5.21,   2.62,   4.40
195005,   2.94,   3.87,   2.67,   3.83,   4.19,   2.19
195006,  -7.92,  -6.68,  -9.88,  -6.40,  -6.79,  -7.66
195007,   9.98,   5.54,   5.63,   2.33,   3.18,   2.66
195008,   8.27,   6.53,   2.01,   6.12,   4.62,   2.37
195009,   5.43,   4.96,   4.89,   5.59,   6.17,   5.74
195010,   1.22,   0.26,  -2.30,   0.67,  -0.27,  -2.95
195011,   2.76,   3.42,   2.38,   3.60,   3.47,   3.51
195012,   8.52,   9.58,  13.41,   4.11,   6.13,   9.28
195101,   9.65,  10.88,   5.49,   7.61,   6.69,   4.92
195102,   1.70,   1.56,   0.17,   2.55,   1.20,  -0.15
195103,  -3.83,  -3.47,  -4.10,  -2.96,  -2.66,  -3.36
195104,   5.13,   2.55,   3.24,   5.18,   4.61,   3.20
195105,  -2.72,  -2.74,  -3.87,  -1.01,  -1.68,  -2.75
195106,  -6.09,  -4.67,  -5.46,  -5.38,  -3.06,  -3.13
195107,   8.34,   3.89,   2.97,  10.12,   6.39,   6.25
195108,   4.63,   5.57,   6.77,   3.84,   4.57,   3.20
195109,   3.59,   2.34,   1.95,   2.40,   1.89,   1.79
195110,  -1.19,  -2.10,  -3.61,  -1.52,  -2.53,  -3.53
195111,   0.86,  -0.08,  -0.34,   2.07,   1.45,   0.37
195112,  -0.03,   1.12,   0.55,   3.32,   2.39,   1.97
195201,   2.53,   1.75,   0.53,   2.22,   2.46,   0.44
195202,  -1.56,  -1.96,  -2.67,  -1.99,  -1.96,  -2.48
195203,   2.20,   2.78,   0.77,   4.21,   3.58,   3.21
195204,  -4.68,  -3.87,  -4.58,  -4.57,  -3.82,  -5.55
195205,   2.20,   2.02,   1.32,   3.73,   2.63,   2.82
195206,   3.58,   2.49,   2.00,   3.57,   3.19,   3.54
195207,   1.01,   1.85,  -0.28,   1.69,   1.65,   0.14
195208,   0.12,   0.47,   0.20,  -0.20,  -0.04,  -0.40
195209,  -1.32,  -0.96,  -1.58,  -2.53,  -1.56,  -1.15
195210,  -1.42,  -1.41,  -1.41,  -0.65,  -0.98,  -0.90
195211,   6.38,   4.59,   4.61,   7.30,   5.56,   5.44
195212,   2.48,   1.93,   0.68,   4.51,   2.50,   1.78
195301,   5.33,   4.02,   3.12,   1.59,   0.64,   0.13
195302,   1.99,   2.39,   1.99,   0.09,   0.41,   0.80
195303,  -0.99,  -0.27,  -2.25,  -1.07,  -0.13,  -1.87
195304,  -2.32,  -2.01,  -1.89,  -2.07,  -2.54,  -3.09
195305,   0.18,   0.79,   0.88,   0.82,   0.59,   0.25
195306,  -3.47,  -3.89,  -4.03,  -2.42,  -2.67,  -2.62
195307,   1.69,   1.27,   1.05,   2.37,   2.27,   1.77
195308,  -5.56,  -5.11,  -6.38,  -5.22,  -4.22,  -4.59
195309,  -2.31,  -1.99,  -1.95,  -0.35,  -0.15,   0.14
195310,   3.53,   2.80,   2.83,   4.50,   4.50,   4.21
195311,   2.23,   1.24,   0.94,   2.29,   2.72,   3.09
195312,  -3.25,  -1.55,  -2.66,  -1.49,   0.16,  -0.20
195401,  12.08,   6.29,   4.40,   9.39,   5.92,   4.45
195402,   2.17,   0.98,  -0.22,   2.39,   1.91,   1.10
195403,   3.58,   1.49,   1.78,   3.24,   2.82,   4.12
195404,   0.74,   0.57,   0.65,   2.39,   2.55,   2.91
195405,   5.66,   3.75,   3.88,   6.53,   3.66,   2.84
195406,   2.72,   0.89,  -0.13,   1.79,   1.40,   0.76
195407,   8.98,   8.16,   7.64,   5.45,   6.89,   5.72
195408,   1.75,  -0.09,  -0.78,  -1.01,  -2.14,  -3.32
195409,   4.13,   3.86,   3.77,   6.15,   3.91,   4.67
195410,  -0.24,  -0.35,  -1.25,  -1.13,  -1.42,   0.21
